Customer ID,recency,frequency,monetary,tenure,avg_order_value,recency_score,frequency_score,monetary_score,RF_SCORE,segment
13646,36,2,326.24999999999994,36,163.12499999999997,4,2,2,42,potential_loyalists
13647,131,4,1393.5600000000004,240,348.3900000000001,2,4,4,24,at_Risk
13648,37,8,1764.0200000000002,375,220.50250000000003,4,5,4,45,loyal_customers
13649,3,5,1332.28,164,266.456,5,4,4,54,champions
13650,11,4,1451.66,319,362.915,5,4,4,54,champions
13651,18,1,132.65,18,132.65,4,1,1,41,promising
13652,5,3,1475.77,289,491.92333333333335,5,3,4,53,potential_loyalists
13653,124,1,152.2,124,152.2,2,1,1,21,hibernating
13654,17,5,3600.67,374,720.134,4,4,5,44,loyal_customers
13655,11,4,1347.5400000000002,228,336.88500000000005,5,4,4,54,champions
13656,136,2,699.2,232,349.6,2,2,3,22,hibernating
13658,20,4,3386.3300000000004,309,846.5825000000001,4,4,5,44,loyal_customers
13659,53,10,3321.6800000000003,297,332.168,3,5,5,35,loyal_customers
13660,37,1,314.59,37,314.59,4,1,2,41,promising
13661,240,1,325.24000000000007,240,325.24000000000007,1,1,2,11,hibernating
13662,22,8,1352.35,295,169.04375,4,5,4,45,loyal_customers
13663,17,4,1858.04,283,464.51,4,4,4,44,loyal_customers
13665,23,3,1711.66,141,570.5533333333334,4,3,4,43,potential_loyalists
13666,57,2,43.25,372,21.625,3,2,1,32,about_to_sleep
13668,20,14,6726.35,365,480.4535714285715,4,5,5,45,loyal_customers
13669,44,1,195.0,44,195.0,3,1,1,31,about_to_sleep
13671,31,1,194.95,31,194.95,4,1,1,41,promising
13672,367,1,233.53000000000003,367,233.53000000000003,1,1,1,11,hibernating
13674,69,1,240.68,69,240.68,3,1,1,31,about_to_sleep
13676,176,2,243.9,256,121.95,2,2,1,22,hibernating
13677,41,2,556.1900000000002,157,278.0950000000001,3,2,3,32,about_to_sleep
13679,130,3,281.26000000000005,372,93.75333333333334,2,3,2,23,at_Risk
13680,108,8,7713.25,372,964.15625,2,5,5,25,cant_loose
13683,94,1,258.6,94,258.6,2,1,2,21,hibernating
13684,27,3,529.75,258,176.58333333333334,4,3,3,43,potential_loyalists
13686,17,2,337.04,38,168.52,4,2,2,42,potential_loyalists
13687,75,1,11880.839999999998,75,11880.839999999998,2,1,5,21,hibernating
13688,272,1,375.5,272,375.5,1,1,2,11,hibernating
13689,81,1,349.5,81,349.5,2,1,2,21,hibernating
13691,33,1,212.77999999999997,33,212.77999999999997,4,1,1,41,promising
13692,45,2,1626.08,57,813.04,3,2,4,32,about_to_sleep
13693,11,9,2011.82,369,223.5355555555556,5,5,4,55,champions
13694,10,94,131443.19,372,1398.3318085106382,5,5,5,55,champions
13695,214,1,266.6,214,266.6,1,1,2,11,hibernating
13696,58,3,2020.4,303,673.4666666666667,3,3,4,33,need_attention
13698,233,2,465.53,318,232.765,1,2,2,12,hibernating
13699,187,1,455.57,187,455.57,1,1,2,11,hibernating
13700,54,3,348.34000000000003,307,116.11333333333334,3,3,2,33,need_attention
13701,83,1,161.0,83,161.0,2,1,1,21,hibernating
13702,82,1,135.18,82,135.18,2,1,1,21,hibernating
13703,52,1,326.05999999999995,52,326.05999999999995,3,1,2,31,about_to_sleep
13705,10,5,1323.47,261,264.694,5,4,4,54,champions
13706,263,1,300.38000000000005,263,300.38000000000005,1,1,2,11,hibernating
13707,66,3,2559.45,173,853.1499999999997,3,3,5,33,need_attention
13709,83,5,1263.6999999999998,334,252.73999999999995,2,4,4,24,at_Risk
13710,60,2,329.04,249,164.52,3,2,2,32,about_to_sleep
13711,43,7,1540.2000000000005,361,220.02857142857147,3,5,4,35,loyal_customers
13712,247,1,537.58,247,537.58,1,1,3,11,hibernating
13713,45,3,743.26,220,247.75333333333333,3,3,3,33,need_attention
13714,102,1,161.35000000000002,102,161.35000000000002,2,1,1,21,hibernating
13715,9,13,7403.95,275,569.5346153846153,5,5,5,55,champions
13717,94,2,318.29,122,159.14499999999998,2,2,2,22,hibernating
13719,30,6,1773.5700000000004,208,295.5950000000001,4,4,4,44,loyal_customers
13721,32,1,217.39999999999995,32,217.39999999999995,4,1,1,41,promising
13722,57,7,3260.0,283,465.7142857142857,3,5,5,35,loyal_customers
13723,29,5,1009.35,248,201.87000000000003,4,4,4,44,loyal_customers
13724,274,1,213.01,274,213.01,1,1,1,11,hibernating
13727,248,6,746.57,367,124.42833333333334,1,4,3,14,at_Risk
13728,24,10,1839.03,367,183.903,4,5,4,45,loyal_customers
13729,72,3,724.7300000000001,321,241.5766666666667,3,3,3,33,need_attention
13733,47,2,487.03,372,243.515,3,2,2,32,about_to_sleep
13734,145,4,6701.639999999999,239,1675.41,2,4,5,24,at_Risk
13735,13,9,6927.98,363,769.7755555555555,5,5,5,55,champions
13736,62,5,2034.31,370,406.862,3,4,4,34,loyal_customers
13738,33,1,440.9300000000001,33,440.9300000000001,4,1,2,41,promising
13739,164,1,75.3,164,75.3,2,1,1,21,hibernating
13740,52,4,1247.02,374,311.755,3,4,4,34,loyal_customers
13745,183,1,477.3200000000001,183,477.3200000000001,1,1,2,11,hibernating
13746,50,1,176.69000000000003,50,176.69000000000003,3,1,1,31,about_to_sleep
13747,10,2,169.79999999999998,61,84.89999999999999,5,2,1,52,potential_loyalists
13748,10,5,1320.1,375,264.02000000000004,5,4,4,54,champions
13750,17,6,1954.92,254,325.82,4,4,4,44,loyal_customers
13752,164,1,404.45,164,404.45,2,1,2,21,hibernating
13753,235,3,1353.31,373,451.1033333333333,1,3,4,13,at_Risk
13754,74,1,164.45,74,164.45,2,1,1,21,hibernating
13756,4,10,4017.98,361,401.798,5,5,5,55,champions
13757,311,1,195.55,311,195.55,1,1,1,11,hibernating
13758,3,10,6226.429999999999,375,622.6429999999999,5,5,5,55,champions
13760,41,3,1076.85,230,358.95,3,3,4,33,need_attention
13761,139,4,881.52,293,220.38,2,4,3,24,at_Risk
13762,230,4,2165.76,335,541.44,1,4,5,14,at_Risk
13763,54,2,3502.48,72,1751.24,3,2,5,32,about_to_sleep
13764,206,3,1431.5,279,477.1666666666667,1,3,4,13,at_Risk
13765,290,1,352.821,290,352.821,1,1,2,11,hibernating
13766,132,1,190.35,132,190.35,2,1,1,21,hibernating
13767,6,39,18320.17,375,469.7479487179487,5,5,5,55,champions
13768,363,2,875.97,367,437.985,1,2,3,12,hibernating
13769,4,11,3003.91,360,273.08272727272725,5,5,5,55,champions
13770,59,4,785.3700000000001,367,196.34250000000003,3,4,3,34,loyal_customers
13771,170,5,3094.37,289,618.874,2,4,5,24,at_Risk
13772,37,5,1982.09,291,396.418,4,4,4,44,loyal_customers
13773,33,2,301.54,296,150.76999999999998,4,2,2,42,potential_loyalists
13775,227,1,1049.66,227,1049.66,1,1,4,11,hibernating
13776,65,2,623.98,65,311.99,3,2,3,32,about_to_sleep
13777,3,37,30501.26,374,824.3583783783785,5,5,5,55,champions
13778,128,3,945.79,202,315.2633333333334,2,3,3,23,at_Risk
13779,152,1,161.13,152,161.13,2,1,1,21,hibernating
13780,44,1,375.8100000000001,44,375.8100000000001,3,1,2,31,about_to_sleep
13781,229,2,650.99,358,325.495,1,2,3,12,hibernating
13782,90,7,881.72,370,125.96,2,5,3,25,cant_loose
13783,124,4,1542.0899999999997,310,385.5224999999999,2,4,4,24,at_Risk
13784,71,3,447.44000000000005,87,149.14666666666668,3,3,2,33,need_attention
13785,65,4,542.49,97,135.6225,3,4,3,34,loyal_customers
13786,4,6,3128.5400000000004,373,521.4233333333334,5,4,5,54,champions
13787,95,4,913.46,331,228.365,2,4,3,24,at_Risk
13788,142,1,3.75,142,3.75,2,1,1,21,hibernating
13789,25,1,239.46,25,239.46,4,1,1,41,promising
13792,59,1,188.4,59,188.4,3,1,1,31,about_to_sleep
13793,283,1,96.0,283,96.0,1,1,1,11,hibernating
13794,183,1,126.03000000000002,183,126.03000000000002,1,1,1,11,hibernating
13795,25,4,836.2999999999998,274,209.075,4,4,3,44,loyal_customers
13796,136,1,289.7,136,289.7,2,1,2,21,hibernating
13797,73,3,1179.45,284,393.15,2,3,4,23,at_Risk
13798,9,54,38683.02,368,716.3522222222223,5,5,5,55,champions
13799,81,7,2114.71,281,302.1014285714286,2,5,4,25,cant_loose
13800,67,2,1121.24,373,560.62,3,2,4,32,about_to_sleep
13802,11,16,21659.69,298,1353.730625,5,5,5,55,champions
13803,68,2,1061.84,255,530.9200000000001,3,2,4,32,about_to_sleep
13804,72,2,572.73,73,286.365,3,2,3,32,about_to_sleep
13807,4,3,422.2000000000001,372,140.73333333333335,5,3,2,53,potential_loyalists
13809,31,2,524.65,97,262.325,4,2,3,42,potential_loyalists
13813,164,4,1398.61,370,349.65250000000003,2,4,4,24,at_Risk
13814,164,1,678.1999999999999,164,678.1999999999999,2,1,3,21,hibernating
13815,43,4,3448.38,302,862.095,3,4,5,34,loyal_customers
13818,66,1,61.28,66,61.28,3,1,1,31,about_to_sleep
13819,306,3,1502.0,375,500.6666666666667,1,3,4,13,at_Risk
13820,55,3,660.6500000000001,317,220.2166666666667,3,3,3,33,need_attention
13821,30,4,1025.09,341,256.27250000000004,4,4,4,44,loyal_customers
13823,17,5,2445.7900000000004,361,489.1580000000001,4,4,5,44,loyal_customers
13824,16,7,1615.8200000000002,274,230.8314285714286,5,5,4,55,champions
13825,258,2,255.59,367,127.795,1,2,2,12,hibernating
13829,58,1,102.0,58,102.0,3,1,1,31,about_to_sleep
13830,218,1,156.85000000000002,218,156.85000000000002,1,1,1,11,hibernating
13831,6,13,4820.59,366,370.8146153846154,5,5,5,55,champions
13832,59,1,561.49,59,561.49,3,1,3,31,about_to_sleep
13833,41,1,316.56000000000006,41,316.56000000000006,3,1,2,31,about_to_sleep
13834,213,2,324.19000000000005,306,162.09500000000003,1,2,2,12,hibernating
13835,156,3,260.7,282,86.89999999999999,2,3,2,23,at_Risk
13836,36,2,620.3700000000001,51,310.18500000000006,4,2,3,42,potential_loyalists
13838,6,7,1274.36,216,182.0514285714286,5,5,4,55,champions
13839,123,1,139.95,123,139.95,2,1,1,21,hibernating
13840,53,1,651.4,53,651.4,3,1,3,31,about_to_sleep
13842,3,10,2244.29,298,224.429,5,5,5,55,champions
13843,18,1,319.75000000000006,18,319.75000000000006,4,1,2,41,promising
13846,36,1,442.73,36,442.73,4,1,2,41,promising
13847,356,1,310.72,356,310.72,1,1,2,11,hibernating
13848,3,6,2080.0,367,346.6666666666667,5,4,4,54,champions
13849,34,3,1931.35,261,643.7833333333332,4,3,4,43,potential_loyalists
13851,16,5,1955.0,316,391.00000000000006,5,4,4,54,champions
13852,247,1,187.35,247,187.35,1,1,1,11,hibernating
13854,2,15,4144.4400000000005,337,276.29600000000005,5,5,5,55,champions
13855,137,4,1310.34,368,327.58500000000004,2,4,4,24,at_Risk
13856,100,8,753.53,256,94.19125,2,5,3,25,cant_loose
13857,30,6,1001.01,208,166.835,4,4,4,44,loyal_customers
13859,166,1,314.7,166,314.7,2,1,2,21,hibernating
13861,66,2,273.26,167,136.63,3,2,2,32,about_to_sleep
13862,26,1,346.73,26,346.73,4,1,2,41,promising
13863,102,3,933.77,230,311.25666666666666,2,3,3,23,at_Risk
13864,23,1,662.4000000000001,23,662.4000000000001,4,1,3,41,promising
13869,18,6,5006.619999999999,328,834.4366666666665,4,4,5,44,loyal_customers
13870,24,7,2941.1400000000003,306,420.1628571428572,4,5,5,45,loyal_customers
13871,65,4,1482.6,356,370.65,3,4,4,34,loyal_customers
13872,164,3,919.57,362,306.52333333333337,2,3,3,23,at_Risk
13873,20,5,649.3200000000002,283,129.86400000000003,4,4,3,44,loyal_customers
13874,141,6,1508.6999999999998,310,251.45,2,4,4,24,at_Risk
13875,24,9,3027.58,359,336.3977777777778,4,5,5,45,loyal_customers
13877,107,2,332.44000000000005,326,166.22000000000003,2,2,2,22,hibernating
13878,184,3,1191.5300000000002,241,397.17666666666673,1,3,4,13,at_Risk
13879,282,1,395.5,282,395.5,1,1,2,11,hibernating
13880,4,5,1171.89,199,234.378,5,4,4,54,champions
13881,12,23,28019.58,282,1218.242608695652,5,5,5,55,champions
13883,40,10,3885.54,368,388.554,3,5,5,35,loyal_customers
13884,13,5,1100.88,107,220.176,5,4,4,54,champions
13888,41,5,1563.42,212,312.684,3,4,4,34,loyal_customers
13889,19,5,1574.3300000000004,323,314.8660000000001,4,4,4,44,loyal_customers
13890,11,4,1043.57,370,260.8925,5,4,4,54,champions
13891,15,3,863.5600000000002,219,287.8533333333334,5,3,3,53,potential_loyalists
13892,114,2,634.6800000000001,212,317.34000000000003,2,2,3,22,hibernating
13895,152,2,1415.45,373,707.725,2,2,4,22,hibernating
13896,262,1,388.55,262,388.55,1,1,2,11,hibernating
13897,75,2,849.56,314,424.78,2,2,3,22,hibernating
13898,48,1,530.47,48,530.47,3,1,3,31,about_to_sleep
13900,26,3,869.6400000000001,261,289.88000000000005,4,3,3,43,potential_loyalists
13901,11,10,2809.1400000000003,340,280.91400000000004,5,5,5,55,champions
13902,269,5,34095.26,361,6819.052000000001,1,4,5,14,at_Risk
13903,37,1,165.45000000000002,37,165.45000000000002,4,1,1,41,promising
13905,369,1,312.65000000000003,369,312.65000000000003,1,1,2,11,hibernating
13906,46,1,42.0,46,42.0,3,1,1,31,about_to_sleep
13907,328,1,136.8,328,136.8,1,1,1,11,hibernating
13909,60,2,286.5999999999999,158,143.29999999999995,3,2,2,32,about_to_sleep
13911,16,11,1654.08,285,150.3709090909091,5,5,4,55,champions
13912,60,1,124.95,60,124.95,3,1,1,31,about_to_sleep
13913,143,1,42.22,143,42.22,2,1,1,21,hibernating
13915,31,1,70.80000000000001,31,70.80000000000001,4,1,1,41,promising
13916,100,4,1275.81,312,318.9525,2,4,4,24,at_Risk
13919,61,2,975.87,177,487.935,3,2,3,32,about_to_sleep
13920,68,4,1774.6799999999998,199,443.67,3,4,4,34,loyal_customers
13921,39,4,730.7000000000002,358,182.67500000000004,3,4,3,34,loyal_customers
13922,74,2,692.95,104,346.475,2,2,3,22,hibernating
13927,74,1,359.27,74,359.27,2,1,2,21,hibernating
13929,53,9,2651.45,331,294.60555555555555,3,5,5,35,loyal_customers
13931,29,9,4019.85,373,446.65,4,5,5,45,loyal_customers
13935,233,3,6116.92,289,2038.9733333333331,1,3,5,13,at_Risk
13936,19,2,563.08,51,281.54,4,2,3,42,potential_loyalists
13937,39,1,721.2800000000001,39,721.2800000000001,3,1,3,31,about_to_sleep
13939,68,4,992.41,249,248.1025,3,4,4,34,loyal_customers
13941,9,11,6009.34,360,546.3036363636364,5,5,5,55,champions
13942,171,1,320.0,171,320.0,2,1,2,21,hibernating
13943,214,1,246.54,214,246.54,1,1,1,11,hibernating
13944,290,1,200.43,290,200.43,1,1,1,11,hibernating
13945,31,2,854.1500000000001,116,427.0750000000001,4,2,3,42,potential_loyalists
13946,13,3,1314.66,372,438.22,5,3,4,53,potential_loyalists
13948,48,3,446.7600000000001,372,148.92000000000002,3,3,2,33,need_attention
13952,17,12,9572.45,360,797.7041666666668,4,5,5,45,loyal_customers
13953,46,5,3125.0,365,625.0,3,4,5,34,loyal_customers
13955,12,1,222.20999999999995,12,222.20999999999995,5,1,1,51,new_customers
13957,54,3,458.25,295,152.75,3,3,2,33,need_attention
13958,16,8,4709.23,371,588.65375,5,5,5,55,champions
13959,36,3,477.98,148,159.32666666666668,4,3,2,43,potential_loyalists
13961,29,1,538.4,29,538.4,4,1,3,41,promising
13962,72,1,193.25,72,193.25,3,1,1,31,about_to_sleep
13963,4,14,2347.33,234,167.66642857142855,5,5,5,55,champions
13964,24,2,438.9,67,219.45,4,2,2,42,potential_loyalists
13965,113,3,996.61,340,332.2033333333333,2,3,4,23,at_Risk
13966,72,1,390.86000000000007,72,390.86000000000007,3,1,2,31,about_to_sleep
13967,33,1,85.6,33,85.6,4,1,1,41,promising
13968,60,1,123.66,60,123.66,3,1,1,31,about_to_sleep
13969,2,18,4311.93,261,239.55166666666668,5,5,5,55,champions
13970,23,2,846.55,74,423.275,4,2,3,42,potential_loyalists
13971,60,6,1909.31,319,318.2183333333333,3,4,4,34,loyal_customers
13974,219,1,264.13,219,264.13,1,1,2,11,hibernating
13975,30,6,2832.5600000000004,312,472.0933333333334,4,4,5,44,loyal_customers
13976,143,3,834.3800000000001,305,278.1266666666667,2,3,3,23,at_Risk
13977,48,1,519.81,48,519.81,3,1,3,31,about_to_sleep
13979,30,6,2546.36,373,424.3933333333334,4,4,5,44,loyal_customers
13980,76,4,599.7800000000001,293,149.94500000000002,2,4,3,24,at_Risk
13981,52,1,331.14,52,331.14,3,1,2,31,about_to_sleep
13982,2,6,2573.78,325,428.9633333333333,5,4,5,54,champions
13983,3,10,4505.02,367,450.50200000000007,5,5,5,55,champions
13984,3,8,1128.09,369,141.01125000000002,5,5,4,55,champions
13985,11,7,2960.7300000000005,305,422.9614285714287,5,5,5,55,champions
13987,16,2,682.54,37,341.27,5,2,3,52,potential_loyalists
13988,20,2,609.8399999999999,262,304.92,4,2,3,42,potential_loyalists
13989,101,3,759.9799999999998,200,253.3266666666666,2,3,3,23,at_Risk
13992,17,2,142.7,100,71.35,4,2,1,42,potential_loyalists
13993,16,10,3309.3500000000004,373,330.93500000000006,5,5,5,55,champions
13995,16,9,2508.32,358,278.7022222222222,5,5,5,55,champions
13996,23,2,895.76,36,447.88,4,2,3,42,potential_loyalists
13997,156,3,382.31,187,127.43666666666664,2,3,2,23,at_Risk
13998,83,3,566.7,213,188.9,2,3,3,23,at_Risk
13999,11,17,5600.450000000001,371,329.4382352941177,5,5,5,55,champions
14000,51,4,1410.68,374,352.67,3,4,4,34,loyal_customers
14001,10,7,2487.01,130,355.2871428571429,5,5,5,55,champions
14003,369,1,209.41000000000005,369,209.41000000000005,1,1,1,11,hibernating
14004,30,4,1675.81,72,418.9525,4,4,4,44,loyal_customers
14006,165,4,1234.4799999999998,289,308.61999999999995,2,4,4,24,at_Risk
14007,149,1,79.48,149,79.48,2,1,1,21,hibernating
14008,69,1,509.04,69,509.04,3,1,3,31,about_to_sleep
14009,99,1,404.3,99,404.3,2,1,2,21,hibernating
14010,202,2,445.15,202,222.575,1,2,2,12,hibernating
14011,117,2,457.8200000000001,244,228.91000000000005,2,2,2,22,hibernating
14013,17,2,611.55,260,305.775,4,2,3,42,potential_loyalists
14014,13,2,1443.03,213,721.515,5,2,4,52,potential_loyalists
14016,33,7,7062.200000000001,337,1008.8857142857144,4,5,5,45,loyal_customers
14017,208,1,229.75000000000003,208,229.75000000000003,1,1,1,11,hibernating
14018,282,1,367.1500000000001,282,367.1500000000001,1,1,2,11,hibernating
14020,113,2,606.2099999999999,166,303.105,2,2,3,22,hibernating
14021,11,4,1084.6799999999998,229,271.17,5,4,4,54,champions
14022,123,1,352.15,123,352.15,2,1,2,21,hibernating
14024,27,1,318.04,27,318.04,4,1,2,41,promising
14025,101,8,4057.900000000001,220,507.23750000000007,2,5,5,25,cant_loose
14026,107,2,713.11,262,356.555,2,2,3,22,hibernating
14028,187,3,10396.5,187,3465.5,1,3,5,13,at_Risk
14030,3,14,5902.200000000001,366,421.5857142857144,5,5,5,55,champions
14031,2,27,23712.31,373,878.2337037037037,5,5,5,55,champions
14032,3,6,1874.6800000000003,362,312.4466666666667,5,4,4,54,champions
14033,192,1,109.44,192,109.44,1,1,1,11,hibernating
14035,43,4,1428.6999999999998,249,357.17499999999995,3,4,4,34,loyal_customers
14037,115,4,689.7499999999999,369,172.43749999999997,2,4,3,24,at_Risk
14038,34,2,1509.4999999999998,310,754.7499999999999,4,2,4,42,potential_loyalists
14039,212,1,115.08,212,115.08,1,1,1,11,hibernating
14040,23,23,9030.65,375,392.6369565217392,4,5,5,45,loyal_customers
14042,362,1,431.98,362,431.98,1,1,2,11,hibernating
14043,128,2,304.25,366,152.125,2,2,2,22,hibernating
14044,55,6,2470.28,321,411.7133333333333,3,4,5,34,loyal_customers
14045,10,13,9653.28,337,742.56,5,5,5,55,champions
14047,9,10,2946.42,313,294.642,5,5,5,55,champions
14048,19,2,338.76,19,169.38,4,2,2,42,potential_loyalists
14049,24,9,7557.309999999999,254,839.701111111111,4,5,5,45,loyal_customers
14051,3,15,6823.610000000001,373,454.9073333333334,5,5,5,55,champions
14052,27,1,255.44999999999996,27,255.44999999999996,4,1,2,41,promising
14053,34,2,312.05,123,156.025,4,2,2,42,potential_loyalists
14055,214,2,795.3199999999999,360,397.66,1,2,3,12,hibernating
14057,18,5,2190.88,373,438.176,4,4,5,44,loyal_customers
14058,99,2,469.19000000000005,167,234.59500000000003,2,2,2,22,hibernating
14060,3,13,3378.66,275,259.8969230769231,5,5,5,55,champions
14061,144,3,917.43,375,305.81,2,3,3,23,at_Risk
14062,11,12,15139.350000000002,366,1261.6125000000002,5,5,5,55,champions
14063,75,9,22710.2,368,2523.355555555556,2,5,5,25,cant_loose
14064,67,10,1978.68,324,197.868,3,5,4,35,loyal_customers
14065,26,3,891.02,68,297.00666666666666,4,3,3,43,potential_loyalists
14068,240,3,1262.5200000000002,314,420.8400000000001,1,3,4,13,at_Risk
14069,151,2,230.06,198,115.03,2,2,1,22,hibernating
14070,321,1,326.55,321,326.55,1,1,2,11,hibernating
14072,303,1,390.8500000000001,303,390.8500000000001,1,1,2,11,hibernating
14074,260,1,219.4,260,219.4,1,1,1,11,hibernating
14075,40,3,792.61,178,264.2033333333333,3,3,3,33,need_attention
14077,32,1,115.66,32,115.66,4,1,1,41,promising
14078,10,4,643.26,258,160.815,5,4,3,54,champions
14079,319,1,243.63,319,243.63,1,1,1,11,hibernating
14080,50,4,1070.0800000000002,374,267.52000000000004,3,4,4,34,loyal_customers
14081,6,9,4435.58,366,492.84222222222223,5,5,5,55,champions
14082,29,1,231.11000000000004,29,231.11000000000004,4,1,1,41,promising
14083,8,3,388.83,358,129.61,5,3,2,53,potential_loyalists
14084,149,1,150.5,149,150.5,2,1,1,21,hibernating
14085,5,16,5656.43,368,353.526875,5,5,5,55,champions
14086,99,1,39.95,99,39.95,2,1,1,21,hibernating
14087,41,2,651.8,372,325.9,3,2,3,32,about_to_sleep
14088,43,3,13544.99,58,4514.996666666667,3,3,5,33,need_attention
14091,291,2,9530.080000000002,335,4765.040000000001,1,2,5,12,hibernating
14092,11,10,3152.54,360,315.254,5,5,5,55,champions
14094,76,1,335.22,76,335.22,2,1,2,21,hibernating
14095,359,1,2.95,359,2.95,1,1,1,11,hibernating
14097,118,2,422.86,282,211.43,2,2,2,22,hibernating
14099,12,9,2661.5400000000004,366,295.7266666666667,5,5,5,55,champions
14101,25,7,3985.14,258,569.3057142857143,4,5,5,45,loyal_customers
14104,26,3,555.37,197,185.1233333333333,4,3,3,43,potential_loyalists
14105,45,4,4722.6,358,1180.65,3,4,5,34,loyal_customers
14106,374,1,214.8,374,214.8,1,1,1,11,hibernating
14107,85,4,2174.07,367,543.5175,2,4,5,24,at_Risk
14108,368,2,447.05,375,223.525,1,2,2,12,hibernating
14110,72,21,7304.799999999999,375,347.847619047619,3,5,5,35,loyal_customers
14112,88,6,2919.44,291,486.57333333333327,2,4,5,24,at_Risk
14113,12,12,5252.1900000000005,368,437.68250000000006,5,5,5,55,champions
14114,32,5,977.56,243,195.512,4,4,3,44,loyal_customers
14115,138,2,622.67,303,311.335,2,2,3,22,hibernating
14118,65,1,458.45,65,458.45,3,1,2,31,about_to_sleep
14119,12,2,183.37,355,91.685,5,2,1,52,potential_loyalists
14122,43,3,362.42,374,120.80666666666666,3,3,2,33,need_attention
14123,370,1,436.18,370,436.18,1,1,2,11,hibernating
14126,81,1,466.33,81,466.33,2,1,2,21,hibernating
14127,17,3,1190.37,62,396.79,4,3,4,43,potential_loyalists
14128,188,1,286.71,188,286.71,1,1,2,11,hibernating
14129,36,4,1467.48,216,366.87,4,4,4,44,loyal_customers
14130,12,3,1398.81,365,466.27,5,3,4,53,potential_loyalists
14131,285,1,187.87000000000003,285,187.87000000000003,1,1,1,11,hibernating
14133,370,1,305.5,370,305.5,1,1,2,11,hibernating
14134,19,15,11123.35,366,741.5566666666667,4,5,5,45,loyal_customers
14135,4,11,4953.610000000001,374,450.32818181818186,5,5,5,55,champions
14136,37,5,1570.81,368,314.162,4,4,4,44,loyal_customers
14137,332,1,332.7,332,332.7,1,1,2,11,hibernating
14139,127,3,670.9799999999999,179,223.66,2,3,3,23,at_Risk
14142,10,2,671.3399999999999,283,335.67,5,2,3,52,potential_loyalists
14144,123,1,30.6,123,30.6,2,1,1,21,hibernating
14145,96,3,3857.85,247,1285.95,2,3,5,23,at_Risk
14146,20,7,5259.299999999999,332,751.3285714285713,4,5,5,45,loyal_customers
14147,25,7,2106.8,277,300.9714285714286,4,5,4,45,loyal_customers
14148,51,1,309.09000000000003,51,309.09000000000003,3,1,2,31,about_to_sleep
14151,310,2,679.45,353,339.725,1,2,3,12,hibernating
14152,24,5,1376.05,296,275.21,4,4,4,44,loyal_customers
14153,120,1,233.4,120,233.4,2,1,1,21,hibernating
14154,18,6,5115.08,332,852.5133333333333,4,4,5,44,loyal_customers
14156,8,102,196566.74,375,1927.124901960784,5,5,5,55,champions
14157,26,3,569.9,283,189.96666666666667,4,3,3,43,potential_loyalists
14159,16,9,3245.0,373,360.55555555555554,5,5,5,55,champions
14160,247,7,8421.47,335,1203.0671428571427,1,5,5,15,cant_loose
14161,6,5,2208.36,363,441.6719999999999,5,4,5,54,champions
14163,99,1,148.70999999999998,99,148.70999999999998,2,1,1,21,hibernating
14166,142,2,256.85,263,128.42499999999998,2,2,2,22,hibernating
14167,101,4,721.6500000000001,318,180.4125,2,4,3,24,at_Risk
14168,57,2,370.45,201,185.225,3,2,2,32,about_to_sleep
14169,67,2,624.43,81,312.215,3,2,3,32,about_to_sleep
14170,12,3,597.3299999999999,32,199.11,5,3,3,53,potential_loyalists
14171,367,1,135.0,367,135.0,1,1,1,11,hibernating
14172,242,3,402.7199999999999,279,134.23999999999998,1,3,2,13,at_Risk
14173,278,2,135.16,367,67.58,1,2,1,12,hibernating
14175,55,5,4456.579999999999,264,891.3159999999998,3,4,5,34,loyal_customers
14176,4,2,339.11,18,169.55499999999998,5,2,2,52,potential_loyalists
14177,18,9,1669.9299999999998,288,185.54777777777772,4,5,4,45,loyal_customers
14180,9,9,1570.7300000000002,185,174.52555555555557,5,5,4,55,champions
14181,47,2,310.55,199,155.275,3,2,2,32,about_to_sleep
14182,80,4,678.7700000000001,233,169.69250000000002,2,4,3,24,at_Risk
14183,48,2,286.29,118,143.14499999999998,3,2,2,32,about_to_sleep
14186,64,5,1550.63,281,310.126,3,4,4,34,loyal_customers
14187,110,1,123.5,110,123.5,2,1,1,21,hibernating
14189,5,2,1160.31,25,580.155,5,2,4,52,potential_loyalists
14190,303,1,79.9,303,79.9,1,1,1,11,hibernating
14191,31,2,132.9,365,66.45,4,2,1,42,potential_loyalists
14192,25,1,293.74,25,293.74,4,1,2,41,promising
14193,33,1,356.8,33,356.8,4,1,2,41,promising
14194,29,15,7321.07,339,488.0713333333333,4,5,5,45,loyal_customers
14195,76,4,1603.6,271,400.9,2,4,4,24,at_Risk
14197,47,1,390.05,47,390.05,3,1,2,31,about_to_sleep
14198,37,5,868.33,340,173.666,4,4,3,44,loyal_customers
14199,60,3,906.3,167,302.1,3,3,3,33,need_attention
14200,254,1,379.2000000000001,254,379.2000000000001,1,1,2,11,hibernating
14201,46,3,446.1,225,148.70000000000002,3,3,2,33,need_attention
14202,18,3,847.76,261,282.58666666666664,4,3,3,43,potential_loyalists
14203,34,1,339.34,34,339.34,4,1,2,41,promising
14204,59,3,901.93,374,300.6433333333334,3,3,3,33,need_attention
14205,31,7,1947.5,279,278.21428571428567,4,5,4,45,loyal_customers
14206,25,2,856.8499999999999,39,428.425,4,2,3,42,potential_loyalists
14207,324,1,157.8,324,157.8,1,1,1,11,hibernating
