antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.03713377242789007,0.015727912786736315,0.011810129457188281,0.31804281345565755,20.221552456971267,1.0,0.011226092722999912,1.4433048095010639,0.9872065147377684,0.2876901798063624,0.3071456608353644,0.534472670265735
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.02589143765614354,0.02566431978196684,0.013286395639336816,0.5131578947368421,19.994993013507223,1.0,0.01262190950371469,2.0013381539613655,0.9752377877815044,0.34718100890207715,0.5003343148079991,0.5154285048905449
frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.02566431978196684,0.02589143765614354,0.013286395639336816,0.5176991150442478,19.99499301350722,1.0,0.01262190950371469,2.0197113310982715,0.9750104596258443,0.34718100890207715,0.5048797396921947,0.5154285048905449
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.022143992732228026,0.02538042243924597,0.01078809902339314,0.48717948717948717,19.19508977227098,1.0,0.0102260751333576,1.9005081762434706,0.9693690444902174,0.29366306027820704,0.4738249419286413,0.45611770779556016
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02538042243924597,0.022143992732228026,0.01078809902339314,0.4250559284116331,19.19508977227098,1.0,0.0102260751333576,1.700784572952117,0.9725880386956322,0.29366306027820704,0.4120360591792871,0.45611770779556016
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.022143992732228026,0.02759482171246877,0.011639791051555758,0.5256410256410257,19.048538567057086,1.0,0.01102873152010772,2.0499352407142553,0.9689591588750633,0.3055141579731744,0.5121797117592984,0.4737258626147515
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02759482171246877,0.022143992732228026,0.011639791051555758,0.4218106995884774,19.048538567057086,1.0,0.01102873152010772,1.6912385036730861,0.9743906711518359,0.3055141579731744,0.4087173406777531,0.4737258626147515
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02873041108335226,0.029809220985691574,0.016238928003633885,0.5652173913043478,18.961159420289853,1.0,0.015382496830640474,2.2314387917329093,0.9752808281394741,0.38389261744966435,0.5518586466701102,0.5549896480331262
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.029809220985691574,0.02873041108335226,0.016238928003633885,0.5447619047619047,18.961159420289853,1.0,0.015382496830640474,2.1335419840219245,0.9763652979548103,0.38389261744966435,0.5312958416150277,0.5549896480331262
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.04502611855553032,0.012718600953895072,0.010844878491937316,0.24085750315258514,18.937421185372006,1.0,0.010272209257526756,1.3005218429295036,0.9918538277421851,0.23123486682808717,0.23107788966662812,0.5467680372905783
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.012718600953895072,0.04502611855553032,0.010844878491937316,0.8526785714285714,18.937421185372003,1.0,0.010272209257526756,6.482246952835187,0.9593966832755816,0.23123486682808717,0.8457325049051667,0.5467680372905783
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.029695662048603227,0.029809220985691574,0.016749943220531457,0.5640535372848948,18.922115997450604,1.0,0.015864738668208228,2.2254814799319442,0.9761388781166592,0.3917662682602922,0.5506590331047913,0.5629791495948284
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.029809220985691574,0.029695662048603227,0.016749943220531457,0.5619047619047619,18.922115997450604,1.0,0.015864738668208228,2.214825119236884,0.9762531332671383,0.3917662682602922,0.548497083894123,0.5629791495948284
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED SPOTTY CHARLOTTE BAG'}),0.025607540313422668,0.026459232341585284,0.01232114467408585,0.4811529933481153,18.184692100530057,1.0,0.01164358881523649,1.876354214589509,0.96984401186164,0.31,0.46705158747503833,0.47340911469980873
frozenset({'RED SPOTTY CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.026459232341585284,0.025607540313422668,0.01232114467408585,0.4656652360515021,18.184692100530054,1.0,0.01164358881523649,1.8235617920238754,0.970692469821393,0.31,0.45162264071668645,0.47340911469980873
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.021121962298432887,0.029809220985691574,0.01141267317737906,0.5403225806451613,18.126021505376343,1.0,0.010783043935573628,2.110590466627618,0.9652179935588877,0.2887931034482758,0.526198940148802,0.461589861751152
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.029809220985691574,0.021121962298432887,0.01141267317737906,0.38285714285714284,18.126021505376343,1.0,0.010783043935573628,1.5861449684979094,0.9738607250515143,0.2887931034482758,0.3695406032482598,0.461589861751152
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02577787871905519,0.02759482171246877,0.012605042016806723,0.48898678414096913,17.72023712405504,1.0,0.011893706049428751,1.9028963402695656,0.9685341011835941,0.309192200557103,0.4744852996783106,0.47288845379887967
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.02759482171246877,0.02577787871905519,0.012605042016806723,0.45679012345679015,17.72023712405504,1.0,0.011893706049428751,1.7934543596308303,0.9703438110538425,0.309192200557103,0.4424168116517653,0.47288845379887967
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.019986372927549397,0.030831251419486713,0.010844878491937316,0.5426136363636365,17.599468441319274,1.0,0.010228673603244419,2.1189279472070854,0.962415293054182,0.2713068181818182,0.5280632353176147,0.44718158797924
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.030831251419486713,0.019986372927549397,0.010844878491937316,0.3517495395948435,17.599468441319274,1.0,0.010228673603244419,1.51178238494415,0.9731846012136145,0.2713068181818182,0.3385291362308449,0.44718158797924
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.01680672268907563,0.04502611855553032,0.013172836702248466,0.7837837837837838,17.40731399747793,1.0,0.012416095213920226,4.416754201680672,0.9586648983200707,0.27071178529754963,0.7735893929484512,0.53817184145053
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.04502611855553032,0.01680672268907563,0.013172836702248466,0.29255989911727615,17.40731399747793,1.0,0.012416095213920226,1.3897901406551925,0.9869933634169893,0.27071178529754963,0.28046690593979373,0.53817184145053
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.021121962298432887,0.029695662048603227,0.010731319554848967,0.5080645161290323,17.109048294578425,1.0,0.010104088900631365,1.9724219328848065,0.9618679335616691,0.26770538243626063,0.49300908526329895,0.4347205945845926
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.029695662048603227,0.021121962298432887,0.010731319554848967,0.361376673040153,17.109048294578425,1.0,0.010104088900631365,1.5327940530476636,0.9703670884547473,0.26770538243626063,0.3475966337345229,0.4347205945845926
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02873041108335226,0.029695662048603227,0.01425164660458778,0.4960474308300395,16.704373521565305,1.0,0.013398478026539108,1.9253882156996345,0.9679448929408055,0.3226221079691517,0.4806242232885865,0.4879854744972377
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.029695662048603227,0.02873041108335226,0.01425164660458778,0.4799235181644359,16.704373521565305,1.0,0.013398478026539108,1.8675514522184071,0.9689077967491028,0.3226221079691517,0.4645395184094496,0.4879854744972377
frozenset({'TOY TIDY PINK RETROSPOT  '}),frozenset({'RECYCLING BAG RETROSPOT '}),0.021349080172609586,0.032080399727458554,0.01141267317737906,0.5345744680851063,16.663585012238748,1.0,0.010727786151628184,2.0796443982998603,0.9604945797815287,0.27162162162162157,0.5191485617360763,0.4451633402372434
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'TOY TIDY PINK RETROSPOT  '}),0.032080399727458554,0.021349080172609586,0.01141267317737906,0.3557522123893805,16.663585012238748,1.0,0.010727786151628184,1.5190598068749328,0.9711435781729588,0.27162162162162157,0.3416980717452871,0.4451633402372434
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.011810129457188281,0.05564387917329094,0.010844878491937316,0.9182692307692308,16.50260989010989,1.0,0.010187717075400607,11.554474890115038,0.9506305946397349,0.19157472417251756,0.9134534447034448,0.5565835949764522
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05564387917329094,0.011810129457188281,0.010844878491937316,0.19489795918367347,16.50260989010989,1.0,0.010187717075400607,1.2274094716501336,0.9947555837608194,0.19157472417251756,0.1852759628328463,0.5565835949764522
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.023904156257097433,0.029809220985691574,0.011753349988644106,0.4916864608076009,16.49444180522565,1.0,0.011040785712299786,1.9086463456309524,0.9623783594213015,0.28010825439783493,0.4760684700499484,0.4429860875466576
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.029809220985691574,0.023904156257097433,0.011753349988644106,0.39428571428571424,16.49444180522565,1.0,0.011040785712299786,1.6114789873113957,0.9682358738697018,0.28010825439783493,0.3794520388575417,0.4429860875466576
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.03270497388144447,0.03713377242789007,0.019986372927549397,0.611111111111111,16.4570166496772,1.0,0.01877191387017575,2.475941728042568,0.9709919101795129,0.40091116173120733,0.5961132733157736,0.5746687054026502
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.03713377242789007,0.03270497388144447,0.019986372927549397,0.5382262996941896,16.457016649677197,1.0,0.01877191387017575,2.0947382353693222,0.9754580836076295,0.40091116173120733,0.5226133828489121,0.5746687054026502
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.017771973654326596,0.04502611855553032,0.012661821485350897,0.7124600638977635,15.823261847878198,1.0,0.011861618492625426,3.321186943245766,0.9537519600526431,0.25254813137032844,0.6989028268843219,0.49683532829188304
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.04502611855553032,0.017771973654326596,0.012661821485350897,0.2812105926860025,15.823261847878198,1.0,0.011861618492625426,1.366503201565121,0.980971232353331,0.25254813137032844,0.26820515396184036,0.49683532829188304
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.030547354076765842,0.038950715421303655,0.01873722461957756,0.6133828996282528,15.747667096578407,1.0,0.017547383324059654,2.48579093799682,0.9660075038779502,0.36912751677852346,0.5977135547827477,0.5472162311552342
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.038950715421303655,0.030547354076765842,0.01873722461957756,0.4810495626822157,15.747667096578407,1.0,0.017547383324059654,1.8681025705149963,0.9744542196155099,0.36912751677852346,0.4646974872882267,0.5472162311552342
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02538042243924597,0.02759482171246877,0.01101521689756984,0.43400447427293065,15.727750619125215,1.0,0.010314848665371705,1.7180439315989189,0.9608037213101462,0.2625169147496617,0.4179427070474632,0.41659071450272045
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.02759482171246877,0.02538042243924597,0.01101521689756984,0.3991769547325103,15.727750619125215,1.0,0.010314848665371705,1.6221408037483784,0.9629917012897734,0.2625169147496617,0.38353070356824764,0.41659071450272045
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.01476266182148535,0.05564387917329094,0.012661821485350897,0.8576923076923078,15.413956043956045,1.0,0.011840369714680011,6.636015984187688,0.9491354946483987,0.21927236971484756,0.8493071743071744,0.5426216640502355
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05564387917329094,0.01476266182148535,0.012661821485350897,0.22755102040816327,15.413956043956045,1.0,0.011840369714680011,1.2754723796762806,0.9902236112998445,0.21927236971484756,0.21597675031284988,0.5426216640502355
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.026913468089938677,0.02759482171246877,0.011299114240290712,0.419831223628692,15.214130680140997,1.0,0.010556441886684637,1.6760729254846904,0.9601115625976775,0.2614980289093298,0.40336724924375356,0.41464812210241186
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02759482171246877,0.026913468089938677,0.011299114240290712,0.4094650205761317,15.214130680140995,1.0,0.010556441886684637,1.647805067973135,0.9607843022187899,0.2614980289093298,0.39313210073443994,0.41464812210241186
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG WOODLAND'}),0.01799909152850329,0.03843970020440609,0.01050420168067227,0.5835962145110412,15.182121905418695,1.0,0.009812321998364938,2.309201629054571,0.9512547760249409,0.22867737948084055,0.5669498984333308,0.4284303081417835
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.03843970020440609,0.01799909152850329,0.01050420168067227,0.27326440177252587,15.182121905418693,1.0,0.009812321998364938,1.351249217551226,0.971476312450626,0.22867737948084055,0.2599440673037135,0.4284303081417835
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.015727912786736315,0.05564387917329094,0.013172836702248466,0.8375451263537906,15.051882413615266,1.0,0.012297674623495253,5.813036565977743,0.9484807495300518,0.22634146341463413,0.827972869489115,0.5371399101156709
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05564387917329094,0.015727912786736315,0.013172836702248466,0.236734693877551,15.051882413615266,1.0,0.012297674623495253,1.2895543388622972,0.9885710553814002,0.22634146341463413,0.22453829988874693,0.5371399101156709
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02538042243924597,0.026913468089938677,0.010220304337951397,0.4026845637583893,14.96219522555433,1.0,0.009537229148523587,1.6290999242089794,0.957465773376056,0.242914979757085,0.3861641111514035,0.3912156996007137
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SKULLS'}),0.026913468089938677,0.02538042243924597,0.010220304337951397,0.379746835443038,14.962195225554328,1.0,0.009537229148523587,1.5713254413734605,0.9589742093593184,0.242914979757085,0.36359459748457823,0.3912156996007137
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.026459232341585284,0.03957528957528957,0.015614353849647968,0.5901287553648069,14.911546111169269,1.0,0.014567222067789863,2.3432351573712835,0.9582935855699183,0.30968468468468474,0.5732395885004422,0.4923384092462485
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.03957528957528957,0.026459232341585284,0.015614353849647968,0.39454806312769014,14.911546111169267,1.0,0.014567222067789863,1.6079571446870025,0.9713805390589311,0.30968468468468474,0.3780928780943007,0.4923384092462485
"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN '})",frozenset({'LUNCH BAG PINK RETROSPOT'}),0.018282988871224166,0.03821258233022939,0.010333863275039745,0.5652173913043478,14.79139479294528,1.0,0.009635223057555424,2.2121110606404724,0.9497575299194733,0.2238622386223862,0.5479431309789345,0.41782414884682473
frozenset({'LUNCH BAG PINK RETROSPOT'}),"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN '})",0.03821258233022939,0.018282988871224166,0.010333863275039745,0.2704309063893016,14.79139479294528,1.0,0.009635223057555424,1.3456121150502365,0.9694378471165767,0.2238622386223862,0.2568437896661874,0.41782414884682473
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.02873041108335226,0.023904156257097433,0.010049965932318874,0.349802371541502,14.633537690234997,1.0,0.009363189696451777,1.5012294739632484,0.9592226865916146,0.23600000000000004,0.3338793186893685,0.3851149624928413
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.023904156257097433,0.02873041108335226,0.010049965932318874,0.42042755344418054,14.633537690234995,1.0,0.009363189696451777,1.6758381021881505,0.9544798602080249,0.23600000000000004,0.40328364733186645,0.3851149624928413
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.029809220985691574,0.042357483533954125,0.018282988871224166,0.6133333333333333,14.479928507596066,1.0,0.017020345284162734,2.476661680515636,0.9595420876791662,0.33930453108535297,0.5962306810545871,0.5224843610366399
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.042357483533954125,0.029809220985691574,0.018282988871224166,0.43163538873994634,14.479928507596066,1.0,0.017020345284162734,1.7069866064732877,0.9721152408498702,0.33930453108535297,0.41417232202773663,0.5224843610366399
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.029695662048603227,0.023904156257097433,0.010277083806495571,0.34608030592734224,14.477829805207486,1.0,0.009567234060727802,1.4926845797588832,0.9594194708301583,0.23722149410222804,0.3300661013316475,0.3880045235099894
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.023904156257097433,0.029695662048603227,0.010277083806495571,0.42992874109263657,14.477829805207485,1.0,0.009567234060727802,1.7020755261564084,0.9537269115826057,0.23722149410222804,0.41248200527377343,0.3880045235099894
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.018282988871224166,0.04372019077901431,0.01141267317737906,0.6242236024844721,14.277696216826651,1.0,0.010613337415918543,2.5448107319765074,0.9472797953552078,0.22558922558922556,0.6070434679347181,0.4426312817617165
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.04372019077901431,0.018282988871224166,0.01141267317737906,0.261038961038961,14.27769621682665,1.0,0.010613337415918543,1.328509839313106,0.9724775953979066,0.22558922558922556,0.247276933592723,0.4426312817617165
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.030604133545310015,0.02350669997728821,0.010163524869407222,0.3320964749536178,14.127736997302216,1.0,0.009444122684092757,1.4620274686451158,0.9585529374846821,0.23126614987080102,0.3160183228795858,0.382231812356036
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.02350669997728821,0.030604133545310015,0.010163524869407222,0.4323671497584541,14.127736997302215,1.0,0.009444122684092757,1.7077867604776238,0.9515858996206522,0.23126614987080102,0.4144468014728456,0.382231812356036
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.033499886441062915,0.03429479900068135,0.01606858959800136,0.4796610169491525,13.986407004153103,1.0,0.014919717725959458,1.8559155328651398,0.9606848422722952,0.3106476399560921,0.4611823747947127,0.47410203165338416
frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.03429479900068135,0.033499886441062915,0.01606858959800136,0.4685430463576159,13.986407004153103,1.0,0.014919717725959458,1.8185858834566915,0.9614756223635355,0.3106476399560921,0.45012220258784696,0.47410203165338416
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.024301612536906655,0.030604133545310015,0.01039064274358392,0.42757009345794394,13.970991625197234,1.0,0.00964691294813805,1.6934752279290095,0.9515472519868526,0.2334183673469388,0.4094983005904826,0.38354385934492746
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.030604133545310015,0.024301612536906655,0.01039064274358392,0.339517625231911,13.970991625197234,1.0,0.00964691294813805,1.477251210232043,0.957733730342768,0.2334183673469388,0.32306706329052703,0.38354385934492746
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SUKI  DESIGN '}),0.01652282534635476,0.04945491710197593,0.01141267317737906,0.6907216494845361,13.966693100713718,1.0,0.010595538219584658,3.073429101370278,0.9439986143987067,0.20915712799167532,0.6746305292826982,0.4607454401268834
frozenset({'LUNCH BAG SUKI  DESIGN '}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.04945491710197593,0.01652282534635476,0.01141267317737906,0.23076923076923075,13.966693100713718,1.0,0.010595538219584658,1.2785203270497387,0.9767039006033092,0.20915712799167532,0.21784583409200922,0.4607454401268834
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.02475584828526005,0.04502611855553032,0.015557574381103794,0.6284403669724772,13.957240533567804,1.0,0.014442914621268952,2.570176619196228,0.951918140742982,0.2869109947643979,0.6109216804280437,0.48698184805118183
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.04502611855553032,0.02475584828526005,0.015557574381103794,0.34552332912988654,13.957240533567802,1.0,0.014442914621268952,1.490112933159516,0.9721235498782008,0.2869109947643979,0.328909925048647,0.48698184805118183
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",0.043663411310470135,0.01771519418578242,0.01050420168067227,0.24057217165149547,13.579990663865829,1.0,0.009730695870493604,1.2934537939574202,0.9686571211715188,0.20647321428571433,0.226876132203823,0.4167604448001067
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01771519418578242,0.043663411310470135,0.01050420168067227,0.592948717948718,13.579990663865827,1.0,0.009730695870493604,2.3494253202451443,0.9430688954850805,0.20647321428571433,0.5743639981305481,0.4167604448001067
"frozenset({'LUNCH BAG SUKI  DESIGN ', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.01629570747217806,0.046956620486032254,0.010333863275039745,0.6341463414634146,13.504939982894387,1.0,0.00956867192371728,2.6049852373381785,0.9412920412920414,0.19527896995708152,0.6161206652281,0.42710944642699145
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG SUKI  DESIGN ', 'LUNCH BAG WOODLAND'})",0.046956620486032254,0.01629570747217806,0.010333863275039745,0.22007255139056828,13.504939982894385,1.0,0.00956867192371728,1.2612766665434243,0.9715748951673885,0.19527896995708152,0.20715254113077566,0.42710944642699145
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.04502611855553032,0.019986372927549397,0.011810129457188281,0.26229508196721313,13.123695976154995,1.0,0.0109102206602574,1.328462916698211,0.9673583447291754,0.22198505869797225,0.24725034667477158,0.426602086438152
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.019986372927549397,0.04502611855553032,0.011810129457188281,0.5909090909090909,13.123695976154993,1.0,0.0109102206602574,2.3343805990864817,0.9426419466975666,0.22198505869797225,0.57162084006724,0.426602086438152
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.030831251419486713,0.03270497388144447,0.013172836702248466,0.42725598526703495,13.063945160630242,1.0,0.012164501429841906,1.6888784539626227,0.9528303983224278,0.2615558060879368,0.40789107845286565,0.41501688152240634
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.03270497388144447,0.030831251419486713,0.013172836702248466,0.40277777777777773,13.063945160630242,1.0,0.012164501429841906,1.6227941836696964,0.9546761017237332,0.2615558060879368,0.38377891043542217,0.41501688152240634
